Category,Message
spam,"Hello, my love, how are you? I was smashed on Saturday night, so great! How is your weekend? Do you remember me? SP VISIONSMS.com stops to stop 150p/text"
spam,"You can win 100 tables of music gift vouchers every week starting from the draw from 87066 TSCS www.idew.com Skillgame, 1winaweek, Age 16."
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
spam,"Six chances to win cash! From 100 to 20,000 pound TXT> CSH11 and send to 87575"
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
spam,Congratulations to you awarded £ 500 of our Gift CD & FREE 2 I a 100 £ 100.
ham,When are you going to ride your bike?
ham,I liked your new house
spam,FREE entry into our Â£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just Â£5 by replying GET BBDELUXE and take the challenge
ham,I want  &lt;#&gt;  rs da:)do you have it?
spam,"As one of our registered registrants, you can enter drawing 4 A 100 G.B. Gift voucher by answering with Enter. To cancel the registration document"
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,U know we watchin at lido?
spam,The money I won the number 946 wot I did next
ham,Ok that's great thanx a lot.
ham,"It's wylie, you in tampa or sarasota?"
spam,"The last summer is here! Do you like chatting or flirting with sexy single people in the year? To be combined, just answer the summer now. Free 2 participants. Optout TXT stops help08714742804"
ham,Aight should I just plan to come up later tonight?
ham,Sweet heart how are you?
ham,Im just wondering what your doing right now?
spam,"U R has registered 2 textcomp 250 WKLY COM. Free question of January 1, the next WKS WKE charger @150p/msg.2 Cancellation TXT registration 2 84128, Custom 08712405020202020"
spam,Do you want a new Nokia 3510i color phone to be distributed? With 300 minutes free for any mobile + 100 free text + Free answer or call 08000930705
spam,Ringtones Club: GR8 new polys directly to your mobile phone every week!
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
spam,Do you want a new video for Phone750 at any time?
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =)
ham,Have your lunch and come quickly and open the door:)
spam,"The last chance! Requirement of reduction vouchers worth £ 150 today! Document store up to 85023 now! Savamob, providing mobile! T CS Savamob Pobox84, M263Uz. £ 3.00. 16"
spam,"You won! As a valuable Vodafone customer, our computer chose you to win the £ 150 prize. To collect is easy. Just call 09061743386"
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
spam,"Dear owner, to ask for this week, at your PC, please visit http://www.e-tlp.co.uk/expressoffer TS & CS. To stop the text, TXT stopped to 80062"
spam,UR gave a city vacation and could win a 200 -pound summer shopping every week. TXT store to 88039. Skilgme. Tscs087147403231winawk! Age16 £ 1.50PERWKSUB
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
spam,Join the most horned doggings of the United Kingdom and you can have 2nite sex! Just register and follow the instructions. Enter txt to 69888 right now! Nyt.ec2a.3lp.msg@150p
ham,have got * few things to do. may be in * pub later.
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
spam,How does it take a little time for a child to be afraid of darkness to become a teenager who wants to stay all night?
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Its a part of checking IQ
spam,Do you want a new Nokia 3510i color phone to be distributed tomorrow? With 200 minutes free for any mobile + 100 free text + answer the camera for free or call 08000930705
spam,"Text82228 >> Receive more ringtones, logos and games from www.txt82228.com. Question: info@txt82228.co.uk"
ham,In which place do you want da.
spam,URGENT! Your mobile phone number has been awarded the awards £ 2000. Call 09058094454 from Land Line. Request 3030. Only 12 hours valid
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,and  picking them up from various points
spam,"Congratulations! 2 Videophones 3G Mobile R. Call 09063458130 now! Videochat expand your partner, play Java game, Dload Polyph Music, Noline Rentl."
spam,"Nokia Tone 4 UR MOB every week! Just txt nok to 87021. Tone 1 for free! So, take TXTin right now and tell your friends. 150p/melody. 16 Reply HL 4Info"
ham,Yup i've finished c Ã¼ there...
ham,I cant pick the phone right now. Pls send a message
spam,"Your cash balance is currently 500 pound-to maximize your cash, which is currently collecting up to 83600 only 150p/MSG. CC: 08718720201 Po box 114/14 TCR/W1"
ham,God bless.get good sleep my dear...i will pray!
spam,4MTHS Half Price Orange Line for rent & latest 4 -camera phone. Is your 11 -month phone? Call MobileDirect for free at 08000938767 to update now! Or2stoptxt
spam,To participate in our mobile survey yesterday! Now you can have 500 documents 2 used the way you want. 2 Get TXT just send TXT to 8160 T&C www.txt43.com 1.50p
ham,Thanx a lot 4 ur help!
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costÂ£3.75max
spam,"Hey, I am really happy to want to talk or see me naked hot text to 69698 text is calculated at 150pm to cancel the stop text for 69698"
spam,"Your chance to participate in the actual imagination program immediately = 08707509020 only needs 20 minutes per minute NTT Ltd, Po Box 1327 Croydon Cr9 5WB 0870 is a national call = ratio"
ham,What is this 'hex' place you talk of? Explain!
ham,"Yes but i dont care! I need you bad, princess!"
ham,Did you try making another butt.
spam,XMAS Award! We are trying to contact U. Today Draw shows that you have won the £ 2000 award. Call 09058094565 from Land Line. Only 12 hours valid
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Â£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
spam,"URGENT! Your mobile phone number 07808726822 has been awarded the prize of the prize of £ 2,000 on September 2, March! This is our second effort to contact you! Call 0871-872-9758 Box95Qu"
ham,Babe ? I lost you ... :-(
ham,"Sorry, I'll call later"
ham,Thts god's gift for birds as humans hav some natural gift frm god..
spam,You are chosen to receive the 350 prize! PLS Call Note 09066364311 to collect your awards that you are chosen to accept as valuable mobile customers.
ham,Ã got wat to buy tell us then Ã¼ no need to come in again.
ham,Love you aathi..love u lot..
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,I'm really sorry I lit your hair on fire
ham,Not yet chikku..wat abt u?
spam,"Will you meet your dream partner soon? Is your career a Flyng start? 2 FREE findings, TXT Horo followed as your star sign, e. g. Aries"
spam,Urgent This is our second effort to contact your U. £ 900 award from yesterday still waiting for the collection. To request call now 09061702893
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
spam,URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
spam,TXT: Call: 86888 and request your reward for 3 hours of talking time from your phone right now! Register 6GBP/MNTH INC 3HRS 16 Stop? Txtstop www.gamb.tv
spam,You have won a guaranteed award £ 200 or even £ 1000 Cash to receive the UR award for free at 08000407165 (18+) 2 Stop Getstop on 88222 PHP
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
ham,Anytime lor...
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
spam,Monthly password for wap. Mobsi.com is 391784. Using your WAP phone is not PC.
ham,Ok...
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
spam,Text & meet someone sexy today. You can find a day or even flirt with it up to U. Join 4 only 10p. Answer with the name & age VD
spam,"Smsservice. For your written credit, PLS Goto www.comuk.net login = 3QxJ9 cancel registration for a stop, no extra fee. Help 08702840625.comuk. 220-CM2 9AE"
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
spam,Someone you know how to ask our dating service 2 contact you! Can not guess anyone? Call 09058091854 now all will be revealed. Po Box385 M6 6WU
spam,You have an important customer service notice. Call Freephone 0800 542 0825 now!
spam,"44 7732584351, Do you want a new Nokia 3510i color phone to be distributed? With 300 minutes free for any mobile + 100 free text + answer the camera for free or call 08000930705."
spam,"09066362231 urgent! Your mobile phone number 07xxxxxxxxx has won a prize of the prize of the prize of £ 2,000 on June 2, March! This is the second effort to approach you! Call 09066362231 as soon as possible!"
spam,"Xxxmobilemovieclub: To use your credit, click the wap link in the next txt notification or click here >> http: // wap. xxxmobilemovieclub.com?n=qjkgighjjjjgcbl"
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
spam,"Six chances to win cash! From 100 to 20,000 pound TXT> CSH11 and send to 87575"
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
ham,R we going with the  &lt;#&gt;  bus?
ham,Kallis is ready for bat in 2nd innings
ham,I send the print  outs da.
ham,Yar... I tot u knew dis would happen long ago already.
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
